,File_List,Header,Text
6753,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_32.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_33.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_34.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_35.png']",*PROPERTY MANAGEMENT,"GROSS G L & H J INC 1100 Turks Head Bldg, 76 Westminster St (02903) Tel 272-5400 (See Index To Advertisers)"
6754,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_36.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_37.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_38.png']",*PROPERTY MANAGEMENT,"HOWARD REALTY CO 155 Westminster St (02903), 10 Dorrance St (02903), Tel 421-5337"
6755,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_39.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_41.png']",*PROPERTY MANAGEMENT,"PAOLINO JOSEPH R REAL ESTATE & INVESTMENTS 76 Dorrance St, Suite 300 (02903) Tel 274-6611"
6756,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_43.png'],PSYCHOLOGISTS,Alpert Grace K Mrs 53 Wingate Rd
6757,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_44.png'],PSYCHOLOGISTS,ARdresino Matthew 207 Gov9rnor St
6758,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_45.png'],PSYCHOLOGISTS,Daloia Donna M 207 Governor St
6759,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_46.png'],PSYCHOLOGISTS,Mc Gurk Wm S 66a Pitman St
6760,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_47.png'],PSYCHOLOGISTS,Musiker Harold R 66a Pitman St
6761,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_48.png'],PSYCHOLOGISTS,Pease Richd N 247 S Main St Suite 202
6762,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_49.png'],PSYCHOLOGISTS,Salvatore Santo 151 Weybosset St Rm 203
6763,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_52.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_53.png']",PUBLIC RELATIONS COUNSEL,Association Management Co 49 Weybosset St Rm 31
6764,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_54.png'],PUBLIC RELATIONS COUNSEL,Johnson Margt Maccoll 293 S Main St Suite
6765,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_55.png'],PUBLIC RELATIONS COUNSEL,. 215
6766,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_56.png'],PUBLIC RELATIONS COUNSEL,Roark Associates 111 Westminster St Rm 419
6767,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_60.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_61.png']",*PUBLIC UTILITY COMPANIES,NARRAGANSE'I'I' ELECTRIC CO THE 280 Melrose St (02907) Tel 781-0100 (See Index To Advertisers)
6768,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_62.png'],*PUBLIC UTILITY COMPANIES,NARRAGANSETT
6769,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_69.png'],ELECTRIC COMPAN Y THE LOCATION 280 MELROSE STREET PROVIDENCE R I 02907 TELEPHONE 7 81-0100,PROVIDENCE GAS
6770,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_75.png'],"COMPAN Y LOCATION 100 WEYBOSSET STREET (PROVIDENCE, 02903) TELEPHONE",831-8800
6771,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_2.png'],PUBLICATIONS,"Five Stars Publication Inc 69 Union St . , U"
6772,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_3.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_4.png']",PUBLICATIONS,Westminster St Rm 418
6773,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_5.png'],PUBLICATIONS,Mediator Messenger 234 Wickenden St
6774,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_6.png'],PUBLICATIONS,Useful Publicatiohs 68 s Main St
6775,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_9.png'],PUBLICITY COUNSEL AND SERVICE,Sherlock Henry Co 56 Nelson St
6776,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_11.png'],PUBLISHERS,American Economics Review 64 Waterman St
6777,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_12.png'],PUBLISHERS,Burning Deck Press 71 Elmgrove Av
6778,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_13.png'],PUBLISHERS,Dome Publishing Co 480 Benefit St
6779,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_14.png'],PUBLISHERS,
6780,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_15.png'],PUBLISHERS,Jamestown Publishers Inc 544 Douglgas Av
6781,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_16.png'],PUBLISHERS,15 A R Inc 274 Weybosset St Rm 302
6782,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_17.png'],PUBLISHERS,Providence Journal- Co 75 Fountain St
6783,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_18.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_20.png']",PUBLISHERS,Rhode Island Beverage Journal Inc 503 Hope St
6784,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_21.png'],PUBLISHERS,
6785,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_22.png'],PUBLISHERS,600 WASHINGTON STREET
6786,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_26.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_27.png']","BOSTON, MASS 02111 TELEPHONE (617) 426-6309 PULP WOOD DEALERS",Waterman St Rm 400
6787,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_30.png'],PUMP MFRS AN D DISTRIBUTORS,DART UNION COMPANY INC Marine-
6788,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_32.png']",PUMP MFRS AN D DISTRIBUTORS,"7 Pumps 134 Thurbers Av (02905), Tel 941-5700 (See Index To Advertisers)"
6789,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_35.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_36.png']",RADIO BROADCASTING STATIONS,St 4th Fl
6790,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_37.png'],RADIO BROADCASTING STATIONS,Eastern Broadcasting 221 Waterman St
6791,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_38.png'],RADIO BROADCASTING STATIONS,Radio Rhode Island Inc 1185 N Main St
6792,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_39.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_40.png']",RADIO BROADCASTING STATIONS,Prov)
6793,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_41.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_42.png']",RADIO BROADCASTING STATIONS,809th Lane Broadcasting Inc 76 Westminster St Rm 315
6794,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_43.png'],RADIO BROADCASTING STATIONS,W E A N-W P J B-F M 940 Howard Bldg
6795,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_44.png'],RADIO BROADCASTING STATIONS,W I C E Radio 198 Dyer St 1st Fl
6796,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_45.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_46.png']",RADIO BROADCASTING STATIONS,W J A R Radio & Television Station 176 Weybosset St
6797,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_47.png'],RADIO BROADCASTING STATIONS,WLK w 1185 N Main St
6798,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_48.png'],RADIO BROADCASTING STATIONS,W L K W-F M 1185 N Main St
6799,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_51.png'],RADIO EQUIPMENT-SALES AND SERVICE,Audionics Co 790 N Main St
6800,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_52.png'],RADIO EQUIPMENT-SALES AND SERVICE,Di Lorenzo Stereo Center 634 Hartford Av
6801,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_53.png'],RADIO EQUIPMENT-SALES AND SERVICE,
6802,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_54.png'],RADIO EQUIPMENT-SALES AND SERVICE,Penguins 261 Thayer St
6803,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_55.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_56.png']",RADIO EQUIPMENT-SALES AND SERVICE,Pleasant Radio &'Tv Service Co 95119 Hope St
6804,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_57.png'],RADIO EQUIPMENT-SALES AND SERVICE,
6805,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_60.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_61.png']",RADIO PROGRAM PRODUCERS,Providence Concert Piano Inc 128 N Main St Rm3
6806,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_63.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_64.png']",RADIO SALES AND SERVICE,A & F Radio & Television Service Co 1035 Chalkstone Av
6807,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_65.png'],RADIO SALES AND SERVICE,Adams Radio Co 777 N Main St
6808,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_66.png'],RADIO SALES AND SERVICE,Ads Sales 289 Pocasset Av
6809,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_67.png'],RADIO SALES AND SERVICE,Alis Stereo & Electronics 38 Bainbridge Av
6810,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_68.png'],RADIO SALES AND SERVICE,Anderson & Wood 1425 Broad St
6811,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_69.png'],RADIO SALES AND SERVICE,D & J Television Rentals 198 Ledge St
6812,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_70.png'],RADIO SALES AND SERVICE,Faella Don Co Inc 1111 Douglas Av
6813,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_71.png'],RADIO SALES AND SERVICE,Gardiner Radio Service 564 Plainfield St
6814,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_72.png'],RADIO SALES AND SERVICE,Hartford Radio & TV Serv 688 Hartford Av
6815,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_73.png'],RADIO SALES AND SERVICE,J & E Radio & TV 1648 Smith St (N Prov)
6816,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_74.png'],RADIO SALES AND SERVICE,Lavine Distributors Inc 27 Dryden La 1
6817,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_76.png']",RADIO SALES AND SERVICE,MadsenAs Radio & Television Sales & Service Inc 864 Broad St
6818,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_77.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_78.png']",RADIO SALES AND SERVICE,Marino A Television & Radio Center 944a Manton Av
6819,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_79.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (3)_80.png']",RADIO SALES AND SERVICE,MarkAs Radio TV & Hi Fi Service 308 Cranston St
6820,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_2.png'],RADIO SALES AND SERVICE-CONT D,Metropolitan Television & Radio 6 Fallon Av
6821,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_3.png'],RADIO SALES AND SERVICE-CONT D,Mount Pleasant Television 920 Atwells Av
6822,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_5.png']",RADIO SALES AND SERVICE-CONT D,Olneyville Radio & TV Service Inc 99 Plainfield St
6823,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_6.png'],RADIO SALES AND SERVICE-CONT D,Radio Shack 563 N Main St
6824,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_7.png'],RADIO SALES AND SERVICE-CONT D,Radio Shack 125 Weybosset St
6825,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_8.png'],RADIO SALES AND SERVICE-CONT D,Rhody T V Sales & Service 920 Branch Av
6826,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_9.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_10.png']",RADIO SALES AND SERVICE-CONT D,Sock's Radio & Television Service 266 Hawkins St
6827,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_11.png'],RADIO SALES AND SERVICE-CONT D,Speeds TV & Repair 52 Fairview St
6828,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_14.png'],RADIO SUPPLIES- WHOLESALE,Dandreta Wm & Co 28 Wolcott St
6829,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_18.png']",*RAILINGS,"GENERAL FENCE SUPPLY COMPANY INC 35 Turner St (02908), Tel 861- - 7760 (See Index To Advertisers)"
6830,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_21.png'],RAILROAD PASSENGER STATIONS,Union Station 4 Exchange Ter
6831,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_24.png']",RAYON FABRIC MFRS,Rhode Island Fabrics Co Inc 15 Westminster St Rm 733
6832,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_26.png'],READING ROOMS,Christian Science Reading Room Howard Bldg
6833,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_28.png'],REAL ESTATE,A B C Realty Co Inc 39 Manton Av
6834,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_29.png'],REAL ESTATE,A & F Realty Corp 68 Dike St
6835,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_30.png'],REAL ESTATE,A & N Realty Inc 321 S Main St
6836,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_31.png'],REAL ESTATE,Academy Realty 290 Academy Av
6837,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_32.png'],REAL ESTATE,Action Realty Inc 1923 Westminster St
6838,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_33.png'],REAL ESTATE,Admiral Terrace Realty Inc 12 Edna St
6839,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_34.png'],REAL ESTATE,Ajax Realty & Insurance Co 200 Smith St
6840,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_35.png'],REAL ESTATE,Androd Realty 203 Waterman St
6841,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_36.png'],REAL ESTATE,Annotti Henry 52 La Salle Dr
6842,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_37.png'],REAL ESTATE,Apartment Service Inc 136 S Angell St
6843,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_39.png']",REAL ESTATE,Archdale Realty Corp 170 Westminster St Rm 1010
6844,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_40.png'],REAL ESTATE,Armand Realty 650 Charles St
6845,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_41.png'],REAL ESTATE,Arusha Corp 1 India St
6846,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_42.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_43.png']",REAL ESTATE,Associate Realty Ins 1775 Mineral Spring Av(N Prov)
6847,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_44.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_45.png']",REAL ESTATE,Associated Estates Inc 111 Westminster St Rm 1910
6848,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_46.png'],REAL ESTATE,Athenaeum Row Associates 257 Benefit St
6849,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_47.png'],REAL ESTATE,Aubuchon Roy 188 Babcock St
6850,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_48.png'],REAL ESTATE,Aust Realty 291 Thayer St
6851,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_49.png'],REAL ESTATE,Balkum Realty 76 Webster Av
6852,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_50.png'],REAL ESTATE,Ballou Estates Inc 36 Kennedy Plaza Rm 514
6853,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_52.png']",REAL ESTATE,Bankcard Association Of Ri (Overflow) 15 Westminster St Rm 1121
6854,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_53.png'],REAL ESTATE,Barnes Martin M 76 Westminster St Rm 302
6855,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_54.png'],REAL ESTATE,Bastone Ernest 25 Sandringham Av
6856,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_55.png'],REAL ESTATE,Beam Corp 245 Waterman St Rm 301
6857,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_56.png'],REAL ESTATE,Beaver Realty 38 N Court St
6858,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_57.png'],REAL ESTATE,Bell Realty Inc 256 Atwells Av
6859,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_58.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_59.png']",REAL ESTATE,Bellevue Shopping Center Associates 245 Waterman St Rm 404
6860,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_60.png'],REAL ESTATE,Benell Realty 135 Dean St
6861,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_61.png'],REAL ESTATE,Berdon Inc 60 Curtis St
6862,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_62.png'],REAL ESTATE,Best Properties Inc 6 Benefit St
6863,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_63.png'],REAL ESTATE,"Beverly Land Co Inc 50 S Main St 2d Fl,"
6864,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_64.png'],REAL ESTATE,Bianca Realty Inc 132 Atwells Av
6865,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_65.png'],REAL ESTATE,Big Chief Corp 1200 Eddy St
6866,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_67.png']",REAL ESTATE,Bill-Wend Realty Co 245 Waterman St Rm 301
6867,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_68.png'],REAL ESTATE,Biscayne Realty Co 665 Smith St
6868,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_69.png'],REAL ESTATE,Blackwood Raymond 188 Babcock St
6869,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_70.png'],REAL ESTATE,Bliss Properties 245 Waterman St Rm 404
6870,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_71.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_72.png']",REAL ESTATE,Bliss Realty Associates 245 Waterman St Rm 404
6871,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_73.png'],REAL ESTATE,Botvin Realty Co Inc 1246 N Main St
6872,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_74.png'],REAL ESTATE,Branerman Realty 111 Westminster St Rm 703
6873,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_75.png'],REAL ESTATE,Brassard Roger A 94 Waterman St
6874,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_76.png'],REAL ESTATE,Brill Realty Inc 48 Acorn St
6875,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_77.png'],REAL ESTATE,Brito Napdleon D Realty 214 Wickenden St
6876,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_78.png'],REAL ESTATE,Bromby Realty Co 107 Medway St
6877,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_79.png'],REAL ESTATE,Brook Village-Assocs 2080 Smith St (N Prov)
6878,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_80.png'],REAL ESTATE,Brown & Nee 50 s Main St 20 F1
6879,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_81.png'],REAL ESTATE,Brown John N 50 S Main St 2d Fl
6880,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (1)_82.png'],REAL ESTATE,Brown Land C0 50 S Main St
6881,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_3.png']",REAL EBTATE-CONT D,Bruwal Realty (Rental Ofc) 212 Union St Rm 309
6882,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_4.png'],REAL EBTATE-CONT D,Burrs Lane Land Co 6 Benefit St
6883,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_5.png'],REAL EBTATE-CONT D,C B S Realty 196a Waterman St
6884,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_6.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_7.png']",REAL EBTATE-CONT D,C B S Realty & Investment 144 Westminster St 2dF1
6885,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_8.png'],REAL EBTATE-CONT D,C & J Realty Corp 366 W Fountain St
6886,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_9.png'],REAL EBTATE-CONT D,Calderone Nicholas J 77 Pitman St Apt 205
6887,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_10.png'],REAL EBTATE-CONT D,Callen Co 394 Angell St
6888,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_11.png'],REAL EBTATE-CONT D,Campbell Duncan B Co 9 S Angell St
6889,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_12.png'],REAL EBTATE-CONT D,Canal Management Co 73 Charles St Apt C
6890,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_13.png'],REAL EBTATE-CONT D,Capitol Industrial Center (CIC) 24 Holden St;
6891,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_14.png'],REAL EBTATE-CONT D,Cai'dillo David G 111 Westminster St Rm 2001
6892,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_15.png'],REAL EBTATE-CONT D,Carpenter Realty Co Inc 672 Broad St
6893,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_17.png']",REAL EBTATE-CONT D,Carier Paul W Real Estate 15 Westminster St Rm 918
6894,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_18.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_19.png']",REAL EBTATE-CONT D,"CASA REALTY INC 28 Pontiac Av (02907), Tel 467-6555"
6895,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_20.png'],REAL EBTATE-CONT D,Castro Realty 159 Ives St
6896,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_21.png'],REAL EBTATE-CONT D,Catherine Realty Co 93 Eddy St Rm 401
6897,['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_22.png'],REAL EBTATE-CONT D,Celi Realty Co 34 Union St
6898,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_99 (2)_24.png']",REAL EBTATE-CONT D,Celona Construction & Realty 1243 Mineral Spring Av(N Prov)
